EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,JobRole,MonthlyIncome,SalarySlab,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Count
RM671,27,26-35,No,TravelRarely,Research & Development,4,Life Sciences,1,Female,Research Scientist,2318,Upto 5k,19,3,3,1,1,1,0,0.0,0
RM718,27,26-35,No,TravelRarely,Research & Development,16,Technical Degree,1,Female,Laboratory Technician,2811,Upto 5k,14,3,2,4,2,2,2,2.0,0
RM740,27,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,4227,Upto 5k,18,3,2,4,3,2,2,2.0,0
RM787,27,26-35,No,Non-Travel,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,4621,Upto 5k,19,3,4,3,3,2,1,2.0,0
RM834,27,26-35,No,TravelRarely,Research & Development,6,Life Sciences,1,Male,Research Scientist,2539,Upto 5k,13,3,3,4,4,2,2,2.0,0
RM890,27,26-35,No,TravelRarely,Research & Development,14,Life Sciences,1,Male,Research Scientist,2235,Upto 5k,14,3,4,9,9,7,6,8.0,0
RM903,27,26-35,No,TravelRarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,2517,Upto 5k,11,3,2,5,5,3,0,3.0,0
RM971,27,26-35,No,TravelRarely,Sales,11,Medical,1,Female,Sales Representative,2534,Upto 5k,14,3,2,5,1,0,0,0.0,0
RM975,27,26-35,No,Travel_Frequently,Sales,2,Life Sciences,1,Male,Sales Executive,5071,5k-10k,20,4,2,8,6,2,0,0.0,0
RM997,27,26-35,No,TravelRarely,Sales,10,Marketing,1,Female,Sales Executive,5769,5k-10k,11,3,4,6,6,2,4,4.0,0
RM998,27,26-35,Yes,TravelRarely,Research & Development,17,Life Sciences,1,Female,Research Scientist,2394,Upto 5k,13,3,4,8,8,2,7,7.0,1
RM1018,27,26-35,No,TravelRarely,Research & Development,11,Life Sciences,1,Male,Laboratory Technician,2099,Upto 5k,14,3,2,6,5,0,1,4.0,0
RM1150,27,26-35,No,TravelRarely,Research & Development,19,Other,1,Male,Laboratory Technician,4066,Upto 5k,11,3,1,7,7,7,0,7.0,0
RM1170,27,26-35,No,TravelRarely,Research & Development,8,Medical,1,Female,Research Scientist,3517,Upto 5k,17,3,1,5,3,2,0,2.0,0
RM1171,27,26-35,No,Travel_Frequently,Research & Development,2,Medical,1,Male,Research Scientist,2580,Upto 5k,13,3,3,6,4,2,1,2.0,0
RM1249,27,26-35,No,TravelRarely,Research & Development,8,Medical,1,Female,Research Scientist,3445,Upto 5k,11,3,3,6,6,2,1,4.0,0
RM1318,27,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Laboratory Technician,2379,Upto 5k,14,3,3,6,5,4,0,2.0,0
RM1329,27,26-35,No,TravelRarely,Sales,23,Medical,1,Female,Sales Representative,3540,Upto 5k,21,4,4,9,9,8,5,8.0,0
RM1335,27,26-35,No,Travel_Frequently,Research & Development,15,Life Sciences,1,Female,Research Scientist,4774,Upto 5k,19,3,4,8,7,6,7,3.0,0
RM1351,27,26-35,No,TravelRarely,Sales,2,Medical,1,Female,Sales Executive,6500,5k-10k,14,3,2,9,8,7,0,7.0,0
RM1368,27,26-35,No,TravelRarely,Research & Development,2,Technical Degree,1,Male,Research Scientist,2226,Upto 5k,11,3,3,6,5,3,1,2.0,0
RM1380,27,26-35,Yes,Travel_Frequently,Human Resources,22,Human Resources,1,Female,Human Resources,2863,Upto 5k,12,3,1,1,1,0,0,0.0,1
RM1394,27,26-35,No,TravelRarely,Sales,9,Marketing,1,Male,Sales Executive,4105,Upto 5k,14,3,1,7,7,7,0,7.0,0
RM1468,27,26-35,No,TravelRarely,Research & Development,4,Life Sciences,1,Male,Manufacturing Director,6142,5k-10k,20,4,2,6,6,2,0,3.0,0
RM015,28,26-35,Yes,TravelRarely,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,2028,Upto 5k,14,3,2,6,4,2,0,3.0,1
RM052,28,26-35,Yes,TravelRarely,Research & Development,5,Technical Degree,1,Male,Laboratory Technician,3441,Upto 5k,13,3,3,2,2,2,2,2.0,1
RM098,28,26-35,No,Non-Travel,Sales,4,Medical,1,Male,Sales Executive,4221,Upto 5k,15,3,2,5,5,4,0,4.0,0
RM163,28,26-35,No,TravelRarely,Research & Development,21,Medical,1,Male,Research Scientist,2713,Upto 5k,11,3,3,5,5,2,0,2.0,0
RM265,28,26-35,Yes,TravelRarely,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,3485,Upto 5k,11,3,3,5,0,0,0,0.0,1
RM273,28,26-35,No,TravelRarely,Research & Development,9,Medical,1,Male,Research Scientist,2070,Upto 5k,23,4,4,5,5,2,0,4.0,0
RM290,28,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Female,Research Scientist,3310,Upto 5k,21,4,4,5,5,3,0,2.0,0
RM303,28,26-35,No,TravelRarely,Research & Development,16,Medical,1,Male,Healthcare Representative,5661,5k-10k,19,3,3,9,8,3,0,7.0,0
RM324,28,26-35,Yes,TravelRarely,Research & Development,2,Medical,1,Male,Research Scientist,3464,Upto 5k,13,3,4,5,3,2,2,2.0,1
RM375,28,26-35,No,TravelRarely,Sales,9,Life Sciences,1,Male,Sales Executive,5253,5k-10k,16,3,4,7,7,5,0,7.0,0
RM541,28,26-35,Yes,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2216,Upto 5k,13,3,4,10,7,7,3,7.0,1
RM599,28,26-35,Yes,TravelRarely,Research & Development,2,Medical,1,Male,Research Scientist,4382,Upto 5k,17,3,4,5,2,2,2,1.0,1
RM613,28,26-35,No,TravelRarely,Sales,2,Marketing,1,Female,Sales Executive,4779,Upto 5k,20,4,1,8,8,7,7,5.0,0
RM630,28,26-35,No,TravelRarely,Human Resources,8,Medical,1,Male,Human Resources,4936,Upto 5k,13,3,4,6,5,1,0,4.0,0
RM660,28,26-35,No,TravelRarely,Sales,5,Medical,1,Male,Sales Executive,4908,Upto 5k,14,3,2,4,4,2,0,2.0,0
RM669,28,26-35,No,TravelRarely,Research & Development,9,Medical,1,Female,Research Scientist,2377,Upto 5k,18,3,2,6,2,2,2,2.0,0
RM765,28,26-35,No,TravelRarely,Sales,10,Medical,1,Male,Sales Representative,1052,Upto 5k,22,4,2,1,1,0,0,0.0,0
RM781,28,26-35,Yes,Non-Travel,Research & Development,24,Technical Degree,1,Male,Healthcare Representative,8722,5k-10k,12,3,1,10,10,7,1,9.0,1
RM789,28,26-35,No,TravelRarely,Research & Development,10,Other,1,Female,Research Scientist,3660,Upto 5k,13,3,4,10,8,7,1,7.0,0
RM794,28,26-35,No,TravelRarely,Research & Development,15,Life Sciences,1,Male,Laboratory Technician,2207,Upto 5k,16,3,4,4,4,2,2,2.0,0
RM801,28,26-35,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,Laboratory Technician,2596,Upto 5k,15,3,1,1,1,0,0,0.0,1
RM810,28,26-35,No,TravelRarely,Research & Development,3,Medical,1,Female,Manufacturing Director,7655,5k-10k,17,3,2,10,9,7,1,7.0,0
RM820,28,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,3201,Upto 5k,17,3,1,6,5,3,0,4.0,0
RM828,28,26-35,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Research Scientist,2703,Upto 5k,14,3,4,3,3,1,0,2.0,0
RM843,28,26-35,Yes,TravelRarely,Research & Development,12,Life Sciences,1,Female,Laboratory Technician,2515,Upto 5k,11,3,4,1,1,1,0,0.0,1
RM869,28,26-35,No,TravelRarely,Research & Development,19,Medical,1,Male,Laboratory Technician,3196,Upto 5k,12,3,3,6,6,5,3,3.0,0
RM922,28,26-35,No,Travel_Frequently,Research & Development,1,Medical,1,Male,Laboratory Technician,2154,Upto 5k,11,3,3,5,4,2,0,2.0,0
RM930,28,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,3867,Upto 5k,12,3,2,2,2,2,2,2.0,0
RM934,28,26-35,No,TravelRarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,2080,Upto 5k,11,3,2,5,3,2,1,2.0,0
RM945,28,26-35,No,Non-Travel,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,6674,5k-10k,11,3,1,10,9,8,7,5.0,0
RM985,28,26-35,No,TravelRarely,Sales,26,Life Sciences,1,Male,Sales Executive,4724,Upto 5k,11,3,3,5,5,3,0,4.0,0
RM1042,28,26-35,No,TravelRarely,Sales,5,Medical,1,Male,Sales Executive,8463,5k-10k,18,3,4,6,5,4,1,3.0,0
RM1057,28,26-35,Yes,Travel_Frequently,Sales,1,Technical Degree,1,Male,Sales Representative,2909,Upto 5k,15,3,4,5,3,2,1,2.0,1
RM1069,28,26-35,Yes,Travel_Frequently,Research & Development,2,Medical,1,Male,Laboratory Technician,2561,Upto 5k,11,3,3,8,0,0,0,0.0,1
RM1070,28,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,1563,Upto 5k,14,3,4,1,1,0,0,0.0,0
RM1071,28,26-35,No,Travel_Frequently,Sales,7,Life Sciences,1,Male,Sales Executive,4898,Upto 5k,14,3,4,5,4,2,1,3.0,0
RM1074,28,26-35,No,TravelRarely,Research & Development,29,Life Sciences,1,Male,Manufacturing Director,6549,5k-10k,14,3,2,8,8,6,1,7.0,0
RM1137,28,26-35,Yes,TravelRarely,Research & Development,24,Medical,1,Male,Laboratory Technician,2408,Upto 5k,17,3,3,1,1,1,0,0.0,1
RM1152,28,26-35,No,TravelRarely,Research & Development,27,Medical,1,Female,Manufacturing Director,4877,Upto 5k,21,4,2,6,5,3,0,0.0,0
RM1284,28,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,2044,Upto 5k,11,3,3,5,5,3,0,3.0,0
RM1308,28,26-35,No,TravelRarely,Research & Development,1,Medical,1,Female,Research Scientist,3591,Upto 5k,25,4,3,3,3,2,1,2.0,0
RM1324,28,26-35,No,Non-Travel,Human Resources,1,Life Sciences,1,Male,Human Resources,2706,Upto 5k,15,3,2,3,3,2,2,2.0,0
RM1338,28,26-35,No,TravelRarely,Sales,3,Medical,1,Female,Sales Representative,2856,Upto 5k,19,3,4,1,1,0,0,0.0,0
RM1365,28,26-35,No,Travel_Frequently,Sales,1,Life Sciences,1,Male,Sales Executive,6834,5k-10k,12,3,3,7,7,7,0,7.0,0
RM1370,28,26-35,Yes,TravelRarely,Sales,13,Marketing,1,Female,Sales Executive,9854,5k-10k,11,3,4,6,2,0,2,2.0,1
RM1382,28,26-35,No,Non-Travel,Research & Development,16,Medical,1,Male,Research Scientist,2144,Upto 5k,14,3,3,5,5,3,1,4.0,0
RM1391,28,26-35,Yes,TravelRarely,Research & Development,17,Technical Degree,1,Male,Laboratory Technician,2367,Upto 5k,12,3,1,6,4,1,0,3.0,1
RM012,29,26-35,No,TravelRarely,Research & Development,15,Life Sciences,1,Female,Laboratory Technician,4193,Upto 5k,12,3,4,10,9,5,0,8.0,0
RM016,29,26-35,No,TravelRarely,Research & Development,21,Life Sciences,1,Female,Manufacturing Director,9980,5k-10k,11,3,3,10,10,9,8,8.0,0
RM156,29,26-35,No,Non-Travel,Research & Development,1,Technical Degree,1,Male,Manufacturing Director,4319,Upto 5k,13,3,1,10,10,7,0,9.0,0
RM218,29,26-35,Yes,TravelRarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,2058,Upto 5k,14,3,4,7,6,2,1,5.0,1
RM228,29,26-35,No,Travel_Frequently,Sales,1,Medical,1,Female,Sales Executive,7918,5k-10k,14,3,4,11,11,10,4,1.0,0
RM230,29,26-35,Yes,TravelRarely,Research & Development,18,Medical,1,Male,Research Scientist,2389,Upto 5k,13,3,3,4,4,3,0,1.0,1
RM266,29,26-35,No,TravelRarely,Sales,2,Medical,1,Male,Sales Executive,6644,5k-10k,19,3,2,10,0,0,0,0.0,0
RM283,29,26-35,No,Travel_Frequently,Sales,2,Life Sciences,1,Male,Sales Executive,4554,Upto 5k,18,3,1,10,10,7,0,9.0,0
RM337,29,26-35,Yes,TravelRarely,Research & Development,8,Other,1,Male,Laboratory Technician,2119,Upto 5k,11,3,4,7,7,7,0,7.0,1
RM338,29,26-35,No,TravelRarely,Research & Development,9,Other,1,Male,Laboratory Technician,3983,Upto 5k,17,3,3,4,3,2,2,2.0,0
RM344,29,26-35,No,TravelRarely,Sales,10,Marketing,1,Female,Sales Executive,8268,5k-10k,14,3,1,7,7,7,1,7.0,0
RM350,29,26-35,No,Non-Travel,Sales,2,Life Sciences,1,Male,Sales Executive,4649,Upto 5k,14,3,1,4,4,3,0,2.0,0
RM372,29,26-35,No,TravelRarely,Research & Development,23,Life Sciences,1,Male,Research Scientist,2201,Upto 5k,16,3,4,6,3,2,1,2.0,0
RM421,29,26-35,No,TravelRarely,Research & Development,3,Medical,1,Male,Research Director,11935,10k-15k,18,3,3,10,10,2,0,7.0,0
RM422,29,26-35,Yes,TravelRarely,Research & Development,25,Technical Degree,1,Female,Research Scientist,2546,Upto 5k,16,3,2,6,2,2,1,1.0,1
RM455,29,26-35,No,TravelRarely,Research & Development,19,Technical Degree,1,Male,Manufacturing Director,4262,Upto 5k,12,3,2,8,3,2,1,2.0,0
RM508,29,26-35,No,TravelRarely,Sales,3,Medical,1,Female,Sales Executive,5561,5k-10k,14,3,1,6,6,0,1,2.0,0
RM520,29,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Research Scientist,2720,Upto 5k,18,3,4,10,10,7,2,8.0,0
RM547,29,26-35,No,TravelRarely,Sales,10,Life Sciences,1,Male,Sales Representative,2642,Upto 5k,11,3,3,1,1,0,0,0.0,0
RM556,29,26-35,No,TravelRarely,Sales,10,Marketing,1,Male,Sales Representative,2297,Upto 5k,14,3,4,2,2,2,2,2.0,0
RM573,29,26-35,No,TravelRarely,Research & Development,27,Medical,1,Female,Healthcare Representative,4335,Upto 5k,12,3,1,11,8,7,1,1.0,0
RM590,29,26-35,Yes,TravelRarely,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,2319,Upto 5k,11,3,4,1,1,0,0,0.0,1
RM595,29,26-35,No,TravelRarely,Research & Development,23,Life Sciences,1,Male,Research Scientist,2700,Upto 5k,24,4,3,10,10,7,0,7.0,0
RM646,29,26-35,Yes,TravelRarely,Sales,1,Medical,1,Female,Sales Representative,2800,Upto 5k,19,3,3,5,3,2,0,2.0,1
RM658,29,26-35,No,TravelRarely,Research & Development,7,Medical,1,Female,Laboratory Technician,2532,Upto 5k,14,3,3,8,4,3,0,3.0,0
RM698,29,26-35,No,Travel_Frequently,Sales,20,Technical Degree,1,Female,Sales Representative,2157,Upto 5k,15,3,2,3,3,1,0,2.0,0
RM712,29,26-35,Yes,TravelRarely,Research & Development,10,Life Sciences,1,Female,Research Scientist,2404,Upto 5k,20,4,3,3,0,0,0,0.0,1
RM809,29,26-35,No,TravelRarely,Research & Development,28,Life Sciences,1,Female,Research Scientist,2514,Upto 5k,22,4,1,11,7,5,1,7.0,0
RM824,29,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Female,Research Scientist,3291,Upto 5k,14,3,4,8,7,5,1,1.0,0
RM826,29,26-35,No,TravelRarely,Research & Development,8,Medical,1,Male,Manufacturing Director,5056,5k-10k,15,3,3,10,10,7,1,2.0,0
RM837,29,26-35,Yes,TravelRarely,Sales,23,Life Sciences,1,Female,Sales Executive,7336,5k-10k,13,3,1,11,11,8,3,10.0,1
RM853,29,26-35,No,TravelRarely,Research & Development,6,Medical,1,Female,Laboratory Technician,3131,Upto 5k,13,3,1,10,10,8,0,8.0,0
RM860,29,26-35,No,TravelRarely,Research & Development,15,Life Sciences,1,Female,Research Scientist,2168,Upto 5k,18,3,1,6,5,4,1,3.0,0
RM894,29,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,3760,Upto 5k,15,3,1,3,3,2,1,2.0,0
RM904,29,26-35,No,TravelRarely,Research & Development,7,Life Sciences,1,Male,Healthcare Representative,6623,5k-10k,11,3,2,6,6,0,1,0.0,0
RM906,29,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Director,16124,15k+,14,3,2,9,7,7,1,7.0,0
RM933,29,26-35,Yes,TravelRarely,Research & Development,7,Technical Degree,1,Female,Laboratory Technician,3339,Upto 5k,13,3,1,10,7,7,7,7.0,1
RM1006,29,26-35,No,TravelRarely,Human Resources,17,Other,1,Male,Human Resources,7988,5k-10k,13,3,1,10,10,9,0,9.0,0
RM1008,29,26-35,Yes,Travel_Frequently,Research & Development,14,Other,1,Female,Healthcare Representative,7553,5k-10k,12,3,1,9,8,7,7,7.0,1
RM1058,29,26-35,Yes,Travel_Frequently,Sales,13,Technical Degree,1,Female,Sales Executive,5765,5k-10k,11,3,1,7,5,3,0,0.0,1
RM1064,29,26-35,No,TravelRarely,Sales,19,Life Sciences,1,Male,Sales Executive,8620,5k-10k,14,3,3,10,10,7,0,4.0,0
RM1073,29,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,3180,Upto 5k,13,3,3,4,3,2,0,2.0,0
RM1078,29,26-35,Yes,TravelRarely,Research & Development,1,Technical Degree,1,Male,Research Scientist,2362,Upto 5k,13,3,3,11,9,7,0,7.0,1
RM1091,29,26-35,No,TravelRarely,Research & Development,8,Other,1,Female,Healthcare Representative,9715,5k-10k,13,3,3,9,7,7,0,7.0,0
RM1105,29,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Male,Research Scientist,2451,Upto 5k,18,3,1,5,1,0,0,0.0,0
RM1123,29,26-35,No,TravelRarely,Research & Development,3,Medical,1,Male,Laboratory Technician,4723,Upto 5k,18,3,4,10,10,9,1,5.0,0
RM1126,29,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,8853,5k-10k,19,3,4,6,6,4,1,3.0,0
RM1173,29,26-35,No,TravelRarely,Sales,10,Medical,1,Male,Sales Executive,5869,5k-10k,11,3,3,8,5,2,1,4.0,0
RM1189,29,26-35,No,TravelRarely,Sales,5,Medical,1,Male,Sales Executive,4187,Upto 5k,13,3,2,10,10,0,0,9.0,0
RM1220,29,26-35,No,TravelRarely,Research & Development,9,Medical,1,Female,Laboratory Technician,2974,Upto 5k,17,3,3,9,5,3,1,2.0,0
RM1250,29,26-35,Yes,TravelRarely,Sales,9,Marketing,1,Female,Sales Representative,2760,Upto 5k,13,3,3,2,2,2,2,2.0,1
RM1251,29,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Healthcare Representative,6294,5k-10k,12,3,4,10,3,2,0,2.0,0
RM1259,29,26-35,No,TravelRarely,Research & Development,4,Technical Degree,1,Female,Research Scientist,2109,Upto 5k,13,3,3,1,1,0,0,0.0,0
RM1314,29,26-35,Yes,TravelRarely,Human Resources,13,Human Resources,1,Male,Human Resources,2335,Upto 5k,15,3,4,4,2,2,2,0.0,1
RM1319,29,26-35,No,Travel_Frequently,Research & Development,20,Medical,1,Male,Laboratory Technician,3812,Upto 5k,13,3,2,11,11,8,3,10.0,0
RM1325,29,26-35,No,TravelRarely,Research & Development,29,Life Sciences,1,Male,Healthcare Representative,6384,5k-10k,17,3,4,11,7,0,1,6.0,0
RM1330,29,26-35,No,TravelRarely,Human Resources,6,Medical,1,Male,Human Resources,2804,Upto 5k,11,3,4,1,1,0,0,0.0,0
RM1333,29,26-35,Yes,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,Research Scientist,2439,Upto 5k,24,4,2,1,1,0,1,0.0,1
RM1344,29,26-35,No,TravelRarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2062,Upto 5k,14,3,2,11,3,2,1,2.0,0
RM1366,29,26-35,Yes,Travel_Frequently,Sales,24,Technical Degree,1,Male,Sales Representative,1091,Upto 5k,17,3,4,1,1,0,0,0.0,1
RM1388,29,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Healthcare Representative,5373,5k-10k,12,3,1,6,5,3,0,2.0,0
RM1443,29,26-35,Yes,TravelRarely,Research & Development,1,Medical,1,Male,Research Scientist,4787,Upto 5k,14,3,2,4,2,2,2,2.0,1
RM1460,29,26-35,No,TravelRarely,Research & Development,13,Other,1,Male,Laboratory Technician,4025,Upto 5k,13,3,1,10,4,3,0,3.0,0
RM1461,29,26-35,No,TravelRarely,Research & Development,28,Medical,1,Female,Research Scientist,3785,Upto 5k,14,3,2,5,5,4,0,4.0,0
RM033,30,26-35,No,TravelRarely,Research & Development,9,Medical,1,Male,Laboratory Technician,2206,Upto 5k,13,3,1,10,10,0,1,8.0,0
RM045,30,26-35,No,Travel_Frequently,Research & Development,1,Medical,1,Female,Laboratory Technician,4011,Upto 5k,23,4,4,12,12,8,3,7.0,0
RM081,30,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,5126,5k-10k,12,3,3,10,10,8,3,0.0,0
RM089,30,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,4152,Upto 5k,19,3,1,11,11,10,10,8.0,0
RM093,30,26-35,No,TravelRarely,Sales,4,Medical,1,Female,Sales Executive,5209,5k-10k,12,3,2,11,11,8,2,7.0,0
RM121,30,26-35,No,Travel_Frequently,Research & Development,23,Life Sciences,1,Male,Research Scientist,2613,Upto 5k,25,4,3,10,10,7,0,9.0,0
RM168,30,26-35,No,TravelRarely,Sales,5,Life Sciences,1,Female,Sales Executive,9419,5k-10k,12,3,3,12,10,9,7,4.0,0
RM174,30,26-35,No,Non-Travel,Research & Development,9,Medical,1,Male,Laboratory Technician,3072,Upto 5k,11,3,3,12,12,9,6,10.0,0
RM212,30,26-35,No,Non-Travel,Research & Development,1,Life Sciences,1,Male,Manufacturing Director,8474,5k-10k,22,4,3,12,11,8,5,8.0,0
RM215,30,26-35,Yes,TravelRarely,Research & Development,3,Technical Degree,1,Female,Research Scientist,2657,Upto 5k,11,3,3,8,5,2,0,4.0,1
RM217,30,26-35,Yes,Travel_Frequently,Sales,26,Marketing,1,Female,Sales Executive,6696,5k-10k,15,3,3,9,6,3,0,1.0,1
RM325,30,26-35,No,TravelRarely,Research & Development,28,Medical,1,Female,Research Scientist,5775,5k-10k,13,3,4,11,10,8,1,9.0,0
RM339,30,26-35,No,TravelRarely,Sales,5,Marketing,1,Female,Sales Executive,6118,5k-10k,13,3,3,10,10,9,1,2.0,0
RM355,30,26-35,No,Non-Travel,Sales,25,Technical Degree,1,Female,Sales Executive,4736,Upto 5k,12,3,2,4,2,2,2,2.0,0
RM382,30,26-35,No,TravelRarely,Sales,2,Technical Degree,1,Male,Sales Representative,2476,Upto 5k,18,3,1,1,1,0,0,0.0,0
RM386,30,26-35,Yes,Travel_Frequently,Research & Development,4,Technical Degree,1,Male,Research Scientist,2285,Upto 5k,23,4,3,3,1,0,0,0.0,1
RM403,30,26-35,No,TravelRarely,Sales,12,Technical Degree,1,Female,Sales Executive,6577,5k-10k,11,3,2,6,5,4,4,4.0,0
RM411,30,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,6091,5k-10k,20,4,3,11,5,4,0,2.0,0
RM420,30,26-35,No,Non-Travel,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,2097,Upto 5k,15,3,3,9,5,3,1,4.0,0
RM424,30,26-35,No,Non-Travel,Sales,22,Other,1,Female,Sales Executive,8412,5k-10k,11,3,3,10,9,8,7,8.0,0
RM427,30,26-35,No,Non-Travel,Research & Development,2,Medical,1,Female,Laboratory Technician,2564,Upto 5k,14,3,3,12,11,7,6,7.0,0
RM438,30,26-35,No,TravelRarely,Sales,7,Marketing,1,Male,Sales Representative,2983,Upto 5k,14,3,1,4,3,2,1,2.0,0
RM481,30,26-35,Yes,Travel_Frequently,Sales,12,Life Sciences,1,Male,Sales Representative,2033,Upto 5k,18,3,3,1,1,0,0,0.0,1
RM502,30,26-35,No,Travel_Frequently,Research & Development,3,Medical,1,Female,Research Scientist,2083,Upto 5k,20,4,3,1,1,0,0,0.0,0
RM546,30,26-35,No,TravelRarely,Sales,27,Marketing,1,Male,Sales Executive,5304,5k-10k,23,4,4,10,8,7,7,7.0,0
RM582,30,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,3833,Upto 5k,21,4,3,7,2,2,0,2.0,0
RM603,30,26-35,No,TravelRarely,Research & Development,2,Medical,1,Female,Manufacturing Director,6877,5k-10k,24,4,2,12,0,0,0,0.0,0
RM624,30,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,1,Male,Research Scientist,3761,Upto 5k,12,3,2,10,5,4,0,3.0,0
RM703,30,26-35,No,TravelRarely,Sales,8,Other,1,Male,Sales Executive,7264,5k-10k,11,3,1,10,8,4,7,7.0,0
RM721,30,26-35,Yes,TravelRarely,Research & Development,22,Life Sciences,1,Female,Research Scientist,2132,Upto 5k,11,3,2,7,5,2,0,1.0,1
RM731,30,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Female,Research Director,11416,10k-15k,12,3,3,9,8,7,1,7.0,0
RM733,30,26-35,Yes,Travel_Frequently,Research & Development,5,Medical,1,Female,Laboratory Technician,2422,Upto 5k,17,3,1,4,3,2,1,2.0,1
RM783,30,26-35,No,TravelRarely,Research & Development,20,Other,1,Male,Manufacturing Director,9957,5k-10k,15,3,3,7,6,2,0,2.0,0
RM845,30,26-35,No,TravelRarely,Sales,10,Marketing,1,Male,Sales Executive,6578,5k-10k,18,3,1,10,10,3,1,4.0,0
RM866,30,26-35,No,TravelRarely,Sales,29,Life Sciences,1,Male,Sales Executive,4115,Upto 5k,19,3,3,8,4,3,0,3.0,0
RM875,30,26-35,No,TravelRarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,3491,Upto 5k,13,3,1,10,10,7,8,9.0,0
RM887,30,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Research Scientist,3579,Upto 5k,21,4,1,12,11,9,5,7.0,0
RM932,30,26-35,No,Non-Travel,Research & Development,9,Medical,1,Female,Manufacturing Director,4695,Upto 5k,18,3,3,10,8,4,1,7.0,0
RM942,30,26-35,No,TravelRarely,Research & Development,6,Technical Degree,1,Female,Laboratory Technician,4627,Upto 5k,12,3,1,10,9,2,6,7.0,0
RM949,30,26-35,No,TravelRarely,Research & Development,17,Medical,1,Female,Manager,11916,10k-15k,23,4,4,9,9,1,0,8.0,0
RM1014,30,26-35,No,TravelRarely,Sales,7,Marketing,1,Female,Sales Executive,4779,Upto 5k,14,3,2,8,3,2,0,2.0,0
RM1050,30,26-35,No,TravelRarely,Sales,16,Life Sciences,1,Male,Sales Executive,5301,5k-10k,15,3,3,4,2,1,2,2.0,0
RM1053,30,26-35,No,Non-Travel,Research & Development,7,Technical Degree,1,Male,Research Scientist,1274,Upto 5k,13,3,2,1,1,0,0,0.0,0
RM1065,30,26-35,No,TravelRarely,Human Resources,1,Life Sciences,1,Male,Human Resources,2064,Upto 5k,21,4,1,6,5,3,1,3.0,0
RM1107,30,26-35,Yes,TravelRarely,Sales,1,Life Sciences,1,Male,Sales Executive,9714,5k-10k,11,3,4,10,10,8,6,7.0,1
RM1110,30,26-35,No,TravelRarely,Sales,29,Technical Degree,1,Male,Sales Executive,9250,5k-10k,12,3,2,9,4,2,1,3.0,0
RM1142,30,26-35,No,TravelRarely,Research & Development,7,Medical,1,Male,Research Scientist,2141,Upto 5k,12,3,2,6,6,4,1,1.0,0
RM1234,30,26-35,No,TravelRarely,Research & Development,16,Life Sciences,1,Male,Research Scientist,2862,Upto 5k,12,3,2,10,10,0,0,8.0,0
